scene_name,bound,camera,prev_frame_depth_mode,all,frustum,mocVis,gpuIds,mocBuf,mocQry,gpuDraw,depthRead
hotel_43c0035a,dop28,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",without-prev-frame-depth,35704,35703,13406,4442,342.950,43.204,34.216,0.000
hotel_43c0035a,dop30,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",without-prev-frame-depth,35704,35703,13395,4442,346.135,45.530,21.603,0.000
hotel_43c0035a,aabb,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,13667,4442,1.636,3.165,79.728,0.997
hotel_43c0035a,aabb-tri,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12421,4442,1.648,13.176,80.422,0.992
hotel_43c0035a,dop10,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12323,4442,1.636,22.758,80.569,1.003
hotel_43c0035a,dop12,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12265,4442,1.633,26.011,76.663,0.982
hotel_43c0035a,dop14,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12211,4442,1.677,28.853,79.010,0.986
hotel_43c0035a,dop16,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12185,4442,1.627,31.675,79.065,0.972
hotel_43c0035a,dop18,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12122,4442,1.639,33.103,77.399,0.950
hotel_43c0035a,dop20,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12120,4442,1.689,36.193,77.979,1.020
hotel_43c0035a,dop22,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12115,4442,1.595,38.698,79.236,0.948
hotel_43c0035a,dop24,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12111,4442,1.606,39.676,79.655,0.973
hotel_43c0035a,dop26,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12110,4442,1.601,41.006,78.612,0.970
hotel_43c0035a,dop28,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12103,4442,1.611,42.328,78.680,0.993
hotel_43c0035a,dop30,"((-4995.17, 2422.32, -2190.91), (0.802007, -0.391858, 0.450813), (0.341591, 0.920026, 0.19201))",with-prev-frame-depth,35704,35703,12094,4442,1.607,45.098,79.437,0.965
hotel_bc9ec143,aabb,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,5658,308,260.831,2.268,16.962,0.000
hotel_bc9ec143,aabb-tri,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,5033,309,260.174,9.443,16.081,0.000
hotel_bc9ec143,dop10,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,4968,309,262.566,15.985,11.111,0.000
hotel_bc9ec143,dop12,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,4951,309,263.409,19.133,26.154,0.000
hotel_bc9ec143,dop14,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,4904,309,259.352,21.202,25.818,0.000
hotel_bc9ec143,dop16,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,4886,309,259.259,23.000,11.625,0.000
hotel_bc9ec143,dop18,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,4862,309,259.427,24.411,9.184,0.000
hotel_bc9ec143,dop20,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,4860,309,259.199,25.705,24.493,0.000
hotel_bc9ec143,dop22,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,4860,309,260.133,27.980,15.548,0.000
hotel_bc9ec143,dop24,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,4858,309,260.848,29.400,9.857,0.000
hotel_bc9ec143,dop26,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,4857,309,262.606,29.713,27.600,0.000
hotel_bc9ec143,dop28,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,4855,309,261.901,31.147,11.552,0.000
hotel_bc9ec143,dop30,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",without-prev-frame-depth,35704,23795,4854,309,258.763,32.560,12.166,0.000
hotel_bc9ec143,aabb,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,833,308,1.689,2.197,43.564,0.967
hotel_bc9ec143,aabb-tri,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,801,309,1.668,9.337,42.315,0.963
hotel_bc9ec143,dop10,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,784,309,1.677,16.521,42.252,0.951
hotel_bc9ec143,dop12,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,783,309,1.740,19.581,43.071,0.989
hotel_bc9ec143,dop14,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,783,309,1.730,21.805,42.938,1.042
hotel_bc9ec143,dop16,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,781,309,1.863,24.266,43.171,1.017
hotel_bc9ec143,dop18,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,775,309,1.712,24.918,42.839,0.972
hotel_bc9ec143,dop20,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,775,309,1.710,26.619,43.128,0.968
hotel_bc9ec143,dop22,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,774,309,1.745,29.456,42.601,1.017
hotel_bc9ec143,dop24,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,774,309,1.722,30.186,42.486,0.992
hotel_bc9ec143,dop26,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,774,309,1.731,31.580,42.028,1.001
hotel_bc9ec143,dop28,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,774,309,1.832,32.375,42.488,0.980
hotel_bc9ec143,dop30,"((-1161.94, 529.185, -58.763), (0.872074, -0.0609706, 0.485561), (0.0532756, 0.998139, 0.0296647))",with-prev-frame-depth,35704,23795,773,309,1.696,34.407,42.456,0.966
vikings_31d5c7ca,aabb,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,61,28,46.706,0.198,0.902,0.000
vikings_31d5c7ca,aabb-tri,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,58,28,47.408,0.809,0.953,0.000
vikings_31d5c7ca,dop10,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,57,28,46.861,1.282,0.799,0.000
vikings_31d5c7ca,dop12,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,55,28,47.495,1.461,0.639,0.000
vikings_31d5c7ca,dop14,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,55,28,48.787,1.649,0.809,0.000
vikings_31d5c7ca,dop16,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,55,28,47.196,1.675,0.827,0.000
vikings_31d5c7ca,dop18,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,51,28,46.968,1.909,0.502,0.000
vikings_31d5c7ca,dop20,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,50,28,46.878,1.945,0.437,0.000
vikings_31d5c7ca,dop22,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,49,28,46.431,2.091,0.785,0.000
vikings_31d5c7ca,dop24,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,49,28,47.979,2.283,0.894,0.000
vikings_31d5c7ca,dop26,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,49,28,48.272,2.310,0.504,0.000
vikings_31d5c7ca,dop28,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,49,28,47.829,2.315,0.438,0.000
vikings_31d5c7ca,dop30,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",without-prev-frame-depth,4050,1568,48,28,47.849,2.327,0.736,0.000
vikings_31d5c7ca,aabb,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,58,28,1.759,0.212,6.975,1.008
vikings_31d5c7ca,aabb-tri,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,55,28,1.703,0.820,6.635,0.979
vikings_31d5c7ca,dop10,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,51,28,1.707,1.321,6.373,0.977
vikings_31d5c7ca,dop12,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,50,28,1.734,1.536,6.832,1.007
vikings_31d5c7ca,dop14,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,50,28,1.714,1.612,6.256,0.996
vikings_31d5c7ca,dop16,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,50,28,1.777,1.732,6.094,1.037
vikings_31d5c7ca,dop18,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,47,28,1.694,1.914,5.776,0.957
vikings_31d5c7ca,dop20,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,46,28,1.656,1.896,5.729,0.954
vikings_31d5c7ca,dop22,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,46,28,1.709,2.115,5.854,0.974
vikings_31d5c7ca,dop24,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,46,28,1.683,2.181,5.923,0.955
vikings_31d5c7ca,dop26,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,46,28,1.731,2.389,6.458,0.987
vikings_31d5c7ca,dop28,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,46,28,1.732,2.310,6.578,0.999
vikings_31d5c7ca,dop30,"((157.257, 43.758, 184.509), (0.997816, -0.0596553, -0.0283687), (0.0596308, 0.998219, -0.00169531))",with-prev-frame-depth,4050,1568,45,28,1.723,2.326,6.104,0.982
vikings_c3d36d0b,aabb,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2335,1814,79.691,0.359,9.477,0.000
vikings_c3d36d0b,aabb-tri,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2272,1814,80.836,1.524,9.988,0.000
vikings_c3d36d0b,dop10,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2254,1814,80.032,2.197,10.135,0.000
vikings_c3d36d0b,dop12,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2245,1814,79.739,2.580,10.114,0.000
vikings_c3d36d0b,dop14,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2229,1814,80.990,2.903,9.720,0.000
vikings_c3d36d0b,dop16,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2228,1814,79.622,2.973,9.261,0.000
vikings_c3d36d0b,dop18,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2219,1814,78.927,3.182,9.041,0.000
vikings_c3d36d0b,dop20,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2215,1814,79.091,3.402,8.937,0.000
vikings_c3d36d0b,dop22,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2212,1814,79.171,3.505,9.554,0.000
vikings_c3d36d0b,dop24,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2212,1814,77.864,3.709,8.844,0.000
vikings_c3d36d0b,dop26,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2212,1814,77.185,3.745,8.929,0.000
vikings_c3d36d0b,dop28,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2208,1814,79.070,3.913,8.885,0.000
vikings_c3d36d0b,dop30,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",without-prev-frame-depth,4050,3744,2208,1814,77.989,3.884,9.353,0.000
vikings_c3d36d0b,aabb,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2271,1814,1.682,0.365,21.636,1.007
vikings_c3d36d0b,aabb-tri,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2188,1814,1.617,1.466,20.972,0.968
vikings_c3d36d0b,dop10,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2172,1814,1.716,2.230,21.904,0.948
vikings_c3d36d0b,dop12,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2164,1814,1.672,2.601,20.845,0.986
vikings_c3d36d0b,dop14,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2148,1814,1.652,2.839,21.423,0.984
vikings_c3d36d0b,dop16,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2147,1814,1.632,2.937,21.377,0.969
vikings_c3d36d0b,dop18,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2131,1814,1.609,3.309,20.840,0.948
vikings_c3d36d0b,dop20,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2125,1814,1.609,3.416,20.998,0.944
vikings_c3d36d0b,dop22,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2113,1814,1.580,3.708,21.295,0.930
vikings_c3d36d0b,dop24,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2112,1814,1.631,3.870,20.873,0.954
vikings_c3d36d0b,dop26,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2112,1814,1.642,3.779,20.941,0.971
vikings_c3d36d0b,dop28,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2096,1814,1.584,3.850,20.123,0.926
vikings_c3d36d0b,dop30,"((511.017, 510.282, 498.346), (-0.371036, -0.865239, -0.337187), (-0.640327, 0.501359, -0.581912))",with-prev-frame-depth,4050,3744,2096,1814,1.712,4.000,21.296,0.969
vikings_d2e76e6a,aabb,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,9,1,50.209,0.248,0.251,0.000
vikings_d2e76e6a,aabb-tri,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,7,1,51.231,1.082,0.255,0.000
vikings_d2e76e6a,dop10,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,7,1,51.148,1.844,0.306,0.000
vikings_d2e76e6a,dop12,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,7,1,50.019,2.039,0.247,0.000
vikings_d2e76e6a,dop14,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,7,1,50.012,2.215,0.216,0.000
vikings_d2e76e6a,dop16,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,7,1,50.793,2.340,0.251,0.000
vikings_d2e76e6a,dop18,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,7,1,50.145,2.504,0.249,0.000
vikings_d2e76e6a,dop20,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,7,1,50.125,2.708,0.220,0.000
vikings_d2e76e6a,dop22,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,7,1,49.708,2.740,0.189,0.000
vikings_d2e76e6a,dop24,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,7,1,50.224,2.832,0.236,0.000
vikings_d2e76e6a,dop26,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,6,1,50.025,3.002,0.264,0.000
vikings_d2e76e6a,dop28,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,6,1,50.102,2.990,0.251,0.000
vikings_d2e76e6a,dop30,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",without-prev-frame-depth,4050,2327,6,1,50.334,3.035,0.253,0.000
vikings_d2e76e6a,aabb,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,5,1,1.652,0.274,7.516,0.934
vikings_d2e76e6a,aabb-tri,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.661,1.167,7.785,0.939
vikings_d2e76e6a,dop10,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.691,1.815,7.618,0.935
vikings_d2e76e6a,dop12,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.690,2.043,7.784,0.947
vikings_d2e76e6a,dop14,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.626,2.315,7.804,0.931
vikings_d2e76e6a,dop16,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.592,2.337,7.707,0.921
vikings_d2e76e6a,dop18,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.646,2.480,7.703,0.933
vikings_d2e76e6a,dop20,"((94.5323, 46.3711, 526.099), (0.922742, -0.135941, -0.360648), (0.126615, 0.990717, -0.0494857))",with-prev-frame-depth,4050,2327,4,1,1.652,2.766,8.844,0.952
